AGLC SKU,QUANTITY,SKU DESCRIPTION,Available Cases,Format,Subcategory,THC MIN,THC MAX,THC UOM,CBD MIN,CBD MAX,CBD UOM,EachesPerCase,New SKU This Week, On Sale , Sell Price Per Case , Orginal Price Per Case , Sell Price Per Unit ,MSRP, Recycle Fees Per Case , Deposit Fee Per Case ,Company Name,Brand Name,Product Name,Long Product Description,Merchandising Strategy,Type_(Sub 2 Category),Strain_(Sub 3 Category),Province_of_Origin,Region of Product_(Optional),Extraction Process,Dominant Terpene 1,Dominant Terpene 1 Content (%),Dominant Terpene 2,Dominant Terpene 2 Content (%),Dominant Terpene 3,Dominant Terpene 3 Content (%),Other Terpenes List,Net Content,Content UOM,Piece Qty,Piece Size,DCE (g),Master Case Height_(cm),Master Case Length_(cm),Master Case Width_(cm),Master Case Weight_(kg),External Packaging Material,Each Inner Height_(cm),Each Inner Length_(cm),Each Inner Width_(cm),Each Inner Weight_(grams),GTIN,MasterCaseGTIN
CNB-03402153,0,Blue Dream 7 g Dried Flower,100,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$298.56,$298.56,$24.88,$35.49, - , - ,Peace Naturals,Spinach,Blue Dream,"Originally from Cali, this sunny sativa strain is a legend in its own time. Once you taste the berry and citrus sweetness of this strain, you might have to pinch yourself.",Better / Mainstream,Sativa,Blue Dream,Ontario,Stayner,,Alpha/Beta Pinene,54.0,Myrcene,15.0,Caryophyllene,8.0,"Limonene,Nerolidol",7,g,1,7,7.0,18.9,24.8,16.5,1097,Plastic,7.5,6,6,45.7,841432010140,40841432010148
CNB-03401733,0,Blue Dream 1 x 1 g Pre-Roll,81,Pre-Roll,Pre-Rolls,180,240,mg/g,0,10,mg/g,24,FALSE,FALSE,$144.96,$144.96,$6.04,$8.99, - , - ,Peace Naturals,Spinach,Blue Dream,"Originally from Cali, this sunny sativa strain is a legend in its own time. Once you taste the berry and citrus sweetness of this strain, you might have to pinch yourself.",Better / Mainstream,Sativa,Blue Dream,Ontario,Stayner,,Alpha/Beta Pinene,54.0,Myrcene,15.0,Caryophyllene,8.0,"Limonene,Nerolidol",1,g,1,1,1.0,15.7,17.5,17.5,610,Plastic,14.71,5.18,1.95,21,841432012137,30841432012138
CNB-03402157,0,Dancehall 3.5 g Dried Flower,0,Dried Flower,Dried Flower,50,110,mg/g,50,110,mg/g,24,FALSE,FALSE,$353.52,$353.52,$14.73,$20.99, - , - ,Peace Naturals,Spinach,Dancehall,"You don't have to be on the A List to get into this dancehall. Whether you're out partying or not, stay on your toes with this spicy melon tasting 1:1 strain.",Better / Mainstream,Sativa,Dancehall,Ontario,Stayner,,Myrcene,35.0,Pinene,10.0,Limonene,5.0,"Linalool,Caryophyllene",3.5,g,1,3.5,3.5,17.09,25.38,19.34,2026,Plastic,7.5,6,6,42.2,841432010010,30841432010011
CNB-03402244,0,Blue Dream 3 x 0.5g Pre-Rolls,94,Pre-Roll,Pre-Rolls,180,240,mg/g,0,10,mg/g,24,FALSE,FALSE,$205.92,$205.92,$8.58,$12.49, - , - ,Peace Naturals,Spinach,Blue Dream,"Originally from Cali, this sunny sativa strain is a legend in its own time. Once you taste the berry, citrus sweetness of this strain, you might have to pinch yourself.",Better / Mainstream,Sativa,Blue Dream,Ontario,Stayner,,Alpha Pinene,54.0,Myrcene,15.0,Caryophyllene,8.0,Limonene,1.5,g,3,0.5,1.5,13.5,23.2,17.5,630,"Plastic, Cardboard",12.46,7.06,1.95,21.5,841432012120,30841432012121
CNB-03403156,0,GMO (Garlic Mushroom Onion) Cookies 1 x 1g Pre-Roll,56,Pre-Roll,Pre-Rolls,200,260,mg/g,0,10,mg/g,24,FALSE,FALSE,$144.96,$144.96,$6.04,$8.99, - , - ,Peace Naturals,Spinach,GMO Cookies,"A cross between Girl Scout Cookies and Chemdawg with a Kush background, GMO (Garlic, Mushroom, Onion) Cookies has an unmistakable sweet and savory taste. It is a pungent and aromatic cultivar that will activate all your senses. Terpenes like Limonene, Humulene, Caryophyllene and Myrcene make it one of the most sought-after and popular Indica strains out there. Hand trimmed, hang dried, 1:1 plant care.
",Better / Mainstream,Indica,GMO (Garlic Mushroom Onion) Cookies,Ontario,,,Limonene,0.35,Caryophyllene,0.25,Myrcene,0.25,,1,g,1,1,1.0,15.7,17.5,17.5,610,"Cardboard, Plastic",14.71,1.95,5.18,19.9,841432012205,30841432012206
CNB-03403157,0,GMO (Garlic Mushroom Onion) Cookies 3 x 0.5g Pre-Rolls,6,Pre-Roll,Pre-Rolls,200,260,mg/g,0,10,mg/g,24,FALSE,FALSE,$205.92,$205.92,$8.58,$12.49, - , - ,Peace Naturals,Spinach,GMO Cookies,"A cross between Girl Scout Cookies and Chemdawg with a Kush background, GMO (Garlic, Mushroom, Onion) Cookies has an unmistakable sweet and savory taste. It is a pungent and aromatic cultivar that will activate all your senses. Terpenes like Limonene, Humulene, Caryophyllene and Myrcene make it one of the most sought-after and popular Indica strains out there. Hand trimmed, hang dried, 1:1 plant care.
",Better / Mainstream,Indica,GMO (Garlic Mushroom Onion) Cookies,Ontario,,,Limonene,0.35,Caryophyllene,0.25,Myrcene,0.25,,1.5,g,3,0.5,1.5,13.5,23.2,17.5,630,"Plastic, Cardboard",12.46,1.95,1.95,21.5,841432012212,30841432012213
CNB-03403159,0,SOURZ by Spinach Peach Orange 1:1 Soft Chews 5x5 g,1163,Edible,Soft Chews,10,10,mg/g,10,10,mg/g,12,FALSE,FALSE,$54.48,$54.48,$4.54,$7.99, - , - ,Peace Naturals,Spinach,SOURZ Peach Orange 1:1 Soft Chews,"Smash a juicy peach into a succulent orange, then blast it with sour crystals. That's right. We're talking about a dual flavoured explosion called Peach Orange SOURZ by Spinach. These balanced 1:1 THC and CBD soft chews blasted with sour crystals are over the top with natural flavours and colours. With five big S chews per pack, you and your friends can enjoy more SOURZ by Spinach in one sitting with 10mg THC total and 10mg CBD total per pack.",Better / Mainstream,Hybrid,Hybrid,Ontario,Stayner,,,,,,,,,25,g,5,5,2.0,12.39,18.42,16.21,464.2,,14.88,9.19,3.81,30.4,841432014001,40841432014009
CNB-03403162,0,SOURZ by Spinach Blue Raspberry Watermelon Soft Chews 5x5 g,1724,Edible,Soft Chews,10,10,mg/g,0.01,0.01,mg/g,12,FALSE,FALSE,$54.48,$54.48,$4.54,$7.99, - , - ,Peace Naturals,Spinach,SOURZ Blue Raspberry Watermelon Soft Chews,"Sink your teeth into sour then sweet electric blue raspberry and refreshing watermelon deliciousness. This dual flavoured soft chew blasted with sour crystals is over the top with only natural flavours and colours. With five big S chews per pack, you and your friends can enjoy more SOURZ by Spinach in one sitting with 10mg THC total per pack.",Better / Mainstream,Indica,Soft Chew,Ontario,Stayner,,,,,,,,,25,g,5,5,2.0,12.39,18.42,16.21,464.2,,14.88,9.19,3.81,30.4,841432014018,40841432014016
CNB-03403163,0,SOURZ by Spinach Strawberry Mango Soft Chews 5x5 g,1073,Edible,Soft Chews,10,10,mg/g,0.01,0.01,mg/g,12,FALSE,FALSE,$54.48,$54.48,$4.54,$7.99, - , - ,Peace Naturals,Spinach,SOURZ Strawberry Mango Soft Chews,"What happens when you mix luscious strawberry and tropical mango flavours? You get a thundering burst of flavour with Strawberry Mango SOURZ by Spinach. This dual-flavoured soft chew blasted with sour crystals is over the top with only natural flavours and colours. With five big S chews per pack, you and your friends can enjoy more SOURZ by Spinach in one sitting with 10mg THC total per pack.",Better / Mainstream,Sativa,Sativa,Ontario,Stayner,,,,,,,,,25,g,5,5,2.0,12.39,18.42,16.21,464.2,,14.88,9.19,3.81,30.4,841432014032,40841432014030
CNB-03403182,0,Peppermint25 CBD 23.7g Oil,64,Oil or Spray,Oil,0,1,mg/g,23.75,26.25,mg/g,12,FALSE,FALSE,$160.44,$160.44,$13.37,$19.49, - , - ,Peace Naturals,Peace Naturals,Peppermint 25 CBD,"Peace Naturals 25 CBD Oil is naturally flavoured with a hint of peppermint, ensuring little to no cannabis taste. Made only with high quality MCT oil at a potency of 25mg/g CBD, Peace Naturals is perfectly suited to meet your wellness needs. Peace Naturals has a long history of success in the medicinal cannabis channel, having received the first non-incumbent medical cannabis license granted by Health Canada in 2013.",Better / Mainstream,Blend,Blend,Ontario,Stayner,,Terpenes Removed,0.0,Other:  b-Caryophyllene,0.0,,,,23.7,g,1,23.7,0.27,12.9,18.7,16.5,0,,10.3,4.5,3.7,58.12,841432031145,40841432031143
CNB-03403183,0,Peppermint75 CBD 23.7g Oil,0,Oil or Spray,Oil,0,1,mg/g,71.25,78.75,mg/g,12,FALSE,FALSE,$309.12,$309.12,$25.76,$36.99, - , - ,Peace Naturals,Peace Naturals,Peppermint 75 CBD,"Peace Naturals 75 CBD Oil is naturally flavoured with a hint of peppermint, ensuring little to no cannabis taste. Made only with high quality MCT oil at a high potency of 75mg/g CBD, Peace Naturals is perfectly suited to meet your wellness needs. Peace Naturals has a long history of success in the medicinal cannabis channel, having received the first non-incumbent medical cannabis license granted by Health Canada in 2013.",Better / Mainstream,Blend,Blend,Ontario,Stayner,,Terpenes Removed,0.0,Other:  b-Caryophyllene,0.0,,,,23.7,g,1,23.7,0.27,12.9,18.7,16.5,0,,10.3,4.5,3.7,58.12,841432031152,40841432031150
CNB-03403234,0,Nuggetz by Spinach Sativa 28g Dried Flower,0,Dried Flower,Dried Flower,150,199,mg/g,0,10,mg/g,6,FALSE,FALSE,$445.08,$445.08,$74.18,$105.99, - , - ,Peace Naturals,Spinach,Nuggetz by Spinach Sativa,"More for you and more to share with Nuggetz by Spinach. Not far from the premium high potency nugs of our legendary lineup, Sativa Nuggetz by Spinach is like our favourite cousin. Still made with the same indoor grown, 1-on-1 plant care, and hand-trimmed quality cannabis. Simply put, Sativa Nuggetz is a big bag of quality nugs for you and your buds.",Better / Mainstream,Sativa,Rotating Single Strain,Ontario,Stayner,,Various,0.0,,,,,,28,g,1,28,28.0,21.59,25.95,20.95,394.32,PET (pouch),15.24,20.32,6.68,39.86,841432010256,50841432010251
CNB-03403235,0,Nuggetz by Spinach Indica 28g Dried Flower,0,Dried Flower,Dried Flower,150,199,mg/g,0,10,mg/g,6,FALSE,FALSE,$445.08,$445.08,$74.18,$105.99, - , - ,Peace Naturals,Spinach,Nuggetz by Spinach Indica,"More for you and more to share with Nuggetz by Spinach. Not far from the premium high potency nugs of our legendary lineup, Sativa Nuggetz by Spinach is like our favourite cousin. It's still made with the same indoor grown, one on one plant care, and hand-trimmed quality cannabis. Simply put, Sativa Nuggetz is a big bag of quality nugs for you and your buds.",Better / Mainstream,Indica,Rotating Single Strain,Ontario,Stayner,,Various,0.0,,,,,,28,g,1,28,28.0,21.59,25.95,20.95,394.32,PET (pouch),15.24,20.32,6.68,39.86,841432010263,50841432010268
CNB-03403750,0,Atomic Sour Grapefruit 3.5g Dried Flower,350,Dried Flower,Dried Flower,210,280,mg/g,0,10,mg/g,12,FALSE,FALSE,$176.76,$176.76,$14.73,$20.99, - , - ,Peace Naturals,Spinach,Atomic Sour Grapefruit,"Boom go the terpenes! This next-level strain packs grapefruit flavour at near nuclear levels. A high intensity, highly potent strain exclusive to Spinach, this indica-leaning hybrid will absolutely blow you away.",Better / Mainstream,Indica,Chemdawg & San Fernando Valley OG Kush,Ontario,Stayner,,Limonene,32.0,Myrcene,27.0,Linalool,25.0,,3.5,g,1,3.5,3.5,18.36,21.57,21.57,980,Plastic,7.5,6,6,42.2,841432010300,40841432010308
CNB-00101548,0,Jean Guy 2 x 0.5 g Pre-Rolls,0,Pre-Roll,Pre-Rolls,150,210,mg/g,0,1,mg/g,24,FALSE,FALSE,$156.00,$156.00,$6.50,$9.49, - , - ,Supreme,7ACRES,Jean Guy,"7ACRES Jean Guy is a homage to French-Canadian cannabis history, expressing the pungent sweet, citrus and woody aroma that made this strain a Canadian classic. This rare cultivar is the result of extensive genetic selection to ensure the truest expression of the strain.",Better / Mainstream,Hybrid,Jean Guy,Ontario,,,Myrcene,45.0,Terpinolene,35.0,Alpha Pinene,20.0,,1,g,2,0.5,1.0,13.72,30.48,24.38,580,Plastic,13.3,2.2,2.2,2.08,827912000573,10827912000570
CNB-00101549,0,White Widow 2 x 0.5 g Pre-Rolls,0,Pre-Roll,Pre-Rolls,140,220,mg/g,0,1,mg/g,24,FALSE,FALSE,$156.00,$156.00,$6.50,$9.49, - , - ,Supreme,7ACRES,White Widow,7ACRES White Widow was selected to express the classic aromatic and visual properties that have made this strain a global staple since 1994.  7ACRES takes a meticulous approach to raising this cultivar to produce dense flowers with a coating of characteristic white trichomes representative of its name.,Better / Mainstream,Hybrid,White Widow,Ontario,,,Myrcene,45.0,Terpinolene,35.0,Alpha Pinene,20.0,,1,g,2,0.5,1.0,13.72,30.48,24.38,580,Plastic,13.3,2.2,2.2,2.08,827912000597,10827912000594
CNB-00101960,0,Rolled Jack Haze 3 x 0.5 g Pre-rolls,0,Pre-Roll,Pre-Rolls,120,180,mg/g,0,1,mg/g,24,FALSE,FALSE,$203.52,$203.52,$8.48,$12.49, - , - ,Supreme,Sugarleaf,Rolled Jack Haze,"Rolled Jack Haze is a ready-to-enjoy pre-roll for a no-fuss experience on the go. This sativa-dominant strain is a unique combination of sweet citrus, crisp pine and warm spice notes. With both sharp and sweet notes characteristic of a haze strain, it has a distinct spice aroma.",Better / Mainstream,Sativa,Jack Haze,Ontario,,,Myrcene,35.0,Nerolidol,35.0,Ocimene,30.0,,1.5,g,3,0.5,1.5,13.72,15.6,24.38,520,Plastic,13.3,2.2,2.2,21.7,827912000764,10827912000761
CNB-00103946,0,Wappa 49 2 x 0.5g Pre-Rolls,0,Pre-Roll,Pre-Rolls,170,230,mg/g,0,10,mg/g,24,FALSE,FALSE,$156.00,$156.00,$6.50,$9.49, - , - ,Supreme,7ACRES,Wappa 49 Pre Rolls,"Back and better than ever, Wappa 49 was selected after an intensive phenotype hunt to find the most exotic and fruity aromatic profile. Dank, tropical notes fill the room and conjure memories of sunny beaches and palm trees. Beautiful, dense and chunky buds coated with milky white trichomes produce smooth smoke and intense deep fruit flavours. Take a trip to the tropics with Wappa 49.",Best / Premium,Indica,Wappa 49,Ontario,,,Myrcene,30.0,Nerolidol,30.0,Caryophyllene,30.0,Pinene,1,g,2,0.5,1.0,13.72,30,24.38,500,PET,13.3,2.2,2.2,21.2,827912001259,10827912001256
CNB-00104193,0,Craft Collective Death Bubba 3.5g Dried Flower,0,Dried Flower,Dried Flower,230,290,mg/g,0,20,mg/g,12,FALSE,FALSE,$451.44,$451.44,$37.62,$53.99, - , - ,Supreme,7ACRES,Craft Collective Death Bubba,"This particular lot of Death Bubba was selected by 7ACRES Craft Collective for its intensely fuel-forward aroma, high THC and high terpenes. Every jar is packed with beautiful, dense nugs that are caked in trichomes. Highly pungent gas notes with hints of earth and wood, true to the Death Bubba lineage, fill the room when you crack the jar. This is the GAS you have been looking for. It's genetics are Death Star crossed with Bubba Kush. Small batch, indoor craft grown in BC. Hand trimmed and masterfully cured. Limited Quantities Available.",Best / Premium,Indica,Death Bubba,British Columbia,,,Caryophyllene,52.0,Myrcene,24.0,Humulene,17.0,Beta-Pinene,3.5,g,1,3.5,3.5,18.09,22.86,15.24,400,Jar (PET),6.35,5.97,5.97,27,827912001310,10827912001317
CNB-00105888,0,Jack Haze Whole Flower Pre-Rolled Cannabis Joints Infused with Bubble Hash 1 x 1g PRJ,153,Concentrate or Extract,Infused,250,310,mg/g,0,1,mg/g,24,FALSE,FALSE,$318.96,$318.96,$13.29,$18.99, - , - ,Supreme,7ACRES,Jack Haze Whole Flower Pre-Rolled Cannabis Joints Infused with Bubble Hash,Jack Haze Bubble Hash Infused Pre-Roll,Best / Premium,Sativa,Jack Haze,Ontario,,,Myrcene (Earthy/Musky),0.14,beta-Pinene,0.14,,,,1,g,1,1,4.0,15.24,12.7,10.16,510,PET,2.2,13.2,2.2,0.26,00827912001440,10827912001447
CNB-00304761,0,Gilded Grams 28g Dried Flower,32,Dried Flower,Dried Flower,180,240,mg/g,0,20,mg/g,6,FALSE,FALSE,$545.94,$545.94,$90.99,$129.99, - , - ,Aphria,RIFF,Gilded Grams,"No mistakes, just happy accidents. Gilded Grams is RIFF's unique take on Golden Goat, which was the result of an unplanned pollination event between Hawaiian-Romulan and Sweet Skunk strains. This blessing in disguise takes on a unique golden appearance closer to harvest, and oozes fruity aromas with hints of sour and spice. Consider this a golden opportunity to try something new.",Better / Mainstream,Sativa,Golden Goat,Ontario,,,Terpinolene,28.0,Caryophyllene,21.0,Alpha Pinene,14.0,"beta Pinene,nerolidol",28,g,1,28,28.0,13.34,30,22.7,620.5,Plastic,20.32,22.86,7.62,43.75,694144012458,20694144012452
CNB-00305801,0,The Batch 12 x 0.35g Pre-Rolls,62,Pre-Roll,Pre-Rolls,160,240,mg/g,0,10,mg/g,24,FALSE,FALSE,$419.76,$419.76,$17.49,$24.99, - , - ,Aphria,The Batch,The Batch Dozen Pre-Rolls,"The Batch Dozen Pre-Rolls
",Good / Value,Sativa,Blend,Ontario,London,,Various,0.0,,,,,,4.2,g,12,0.35,4.2,12.86,26.5,20.32,799,tapered tube,14.88,9.21,9.21,8.52,00826966012594,30826966012595
CNB-00305802,0,Blend 14 3 x 0.5 g Pre-Rolls,58,Pre-Roll,Pre-Rolls,110,180,mg/g,0,10,mg/g,48,FALSE,FALSE,$336.00,$336.00,$7.00,$9.99, - , - ,Aphria,Canaca,Blend 14,"The Flower in our pre-rolls are milled and blended, then categorized by potency to create a consistent, convenient, high value pre-roll experience.",Good / Value,Blend,Blend 14,Ontario,London,,Various,0.0,,,,,,1.5,g,3,0.5,1.5,12.22,26.19,20,788,,10.2,3.15,3.15,10.78,00826966009969,10826966009966
CNB-00305803,0,Blend 19 3 x 0.5 g Pre-Rolls,59,Pre-Roll,Pre-Rolls,170,230,mg/g,0,10,mg/g,48,FALSE,FALSE,$469.92,$469.92,$9.79,$13.99, - , - ,Aphria,Canaca,Blend 19,"The Flower in our pre-rolls are milled and blended, then categorized by potency to create a consistent, convenient, high value pre-roll experience.",Better / Mainstream,Blend,Blend 19,Ontario,London,,Various,0.0,,,,,,1.5,g,3,0.5,1.5,12.22,26.19,20,789,,10.2,3.15,3.15,10.78,00826966010026,10826966010023
CNB-00305807,0,The Batch Sativa 28g Dried Flower,2,Dried Flower,Dried Flower,180,240,mg/g,0,10,mg/g,12,FALSE,FALSE,$797.64,$797.64,$66.47,$94.99, - , - ,Aphria,The Batch,One Ounce Sativa,"The Batch One Ounce Sativa Dried Flower
",Good / Value,Sativa,Proprietary,Ontario,,,Various,0.0,,,,,,28,g,1,28,28.0,17.78,30.48,25.4,773,Pouch,25.4,25.4,16.5,41,826966012402,20826966012406
CNB-00305808,0,The Batch Hybrid 28 g Dried Flower,69,Dried Flower,Dried Flower,190,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$797.64,$797.64,$66.47,$94.99, - , - ,Aphria,The Batch,One Ounce Hybrid,"Enormous. Gargantuan. Colossal. Behemoth. Brobdingnagian. Ok, we had to look that last one up. You can call this whatever you want. This is simply a lot of good weed - high THC, good quality cannabis. Best Value. What more could you ask for? More weed? Jeez, we thought an ounce would be enough.",Ultra Value,Hybrid,Proprietary,Ontario,,,Various,0.0,,,,,,28,g,1,28,28.0,15.5,30.48,21,1260,Polypropylene,7.2,9.8,9.8,60.5,826966012181,20826966012185
CNB-00306068,0,Crossfade Sativa Drop 3.5g Dried Flower,168,Dried Flower,Dried Flower,220,280,mg/g,0,10,mg/g,12,FALSE,FALSE,$251.88,$251.88,$20.99,$29.99, - , - ,Aphria,RIFF,Crossfade Sativa Drop,Crossfade Sativa Drop Dried Flower,Better / Mainstream,Sativa,Rotating,Ontario,Leamington,,,,,,,,,3.5,g,1,3.5,3.5,12.07,21.59,14.61,631,PET (Polyethylene Terephthalate) / PP (Polypropylene),6.15,5.94,6.15,64.5,694144013998,20694144013992
CNB-00306071,0,Sour Diesel 28g Dried Flower#2,220,Dried Flower,Dried Flower,190,250,mg/g,0,10,mg/g,6,FALSE,FALSE,$440.94,$440.94,$73.49,$104.99, - , - ,Aphria,Good Supply,Sour Diesel #2,Sour Diesel #2 Dried Flower,Good / Value,Sativa,Sour Diesel #2,Ontario,Leamington,,Caryophyllene,27.27,Myrcene,15.45,Guaiol,0.0,"Humulene,Limonene,Nerolidol,beta-Pinene,Linalool,alpha-Pinene",28,g,1,28,28.0,22.7,30,13.34,620.5,OPP (Oriented Polypropylene) / VMPET (Metalized PET) /PE (Polyethylene),20.32,22.86,7.62,43.75,694144012359,20694144012353
CNB-00306446,0,Good Supply Peppermint Phatty 1.0 g Prefilled Vape Cartridge,207,Vape,Prefilled Vape Cartridge,800,860,mg/g,0,10,mg/g,12,FALSE,FALSE,$268.80,$268.80,$22.40,$31.99, - , - ,Aphria,Good Supply,Peppermint Phatty Vape Cartridge,"We were smoking a fatty late one night when it occurred to us, you can't spell refreshment without fresh mint. Mind. Blown. This epiphany is what made Peppermint Phatty, our most refreshing vape, a reality. Packed with plentiful peppermint and vanilla aromas and topped off with a slight cooling sensation, it's the chef s kiss of vapes. It's also out most potent - it provides a powerful kick of +80% THC with every minty pull. So, whether you're celebrating or vegetating, Peppermint Phatty 510 Carts are here for a refreshingly good time.",Good / Value,Blend,Blend,Ontario,,,Peppermint Oil,50.0,Cornmint Oil,20.0,Menthol Crystals,5.0,Vanillin,1,g,1,1,4.0,14.61,14.29,10.8,117.51,OPP (Oriented Polypropylene) / VMPET (Metalized PET) /PE (Polyethylene),12.46,2.66,4.52,24.7,694144014179,20694144014173
CNB-00401363,0,Daily Special Indica 7 g Dried Flower,0,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,24,FALSE,FALSE,$623.04,$623.04,$25.96,$37.49, - , - ,Aurora Cannabis,Daily Special,Indica,"Daily Special Indica is a high-value cannabis brand, delivering strong THC potency for low prices. Daily Special is grown in a state-of-the-art facility specifically designed to deliver consistent, superior quality cannabis. ",Good / Value,Indica,Rotating Single Strain,Alberta,Rocky Mountains,,Various,0.0,,,,,,7,g,1,7,7.0,19.3,29.4,22.3,1600,Plastic Bottle,9.2,7,7,58,629108142148,50629108142020
CNB-00401734,0,Daily Special Indica 28 g Dried Flower,0,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$979.32,$979.32,$81.61,$116.99, - , - ,Aurora Cannabis,Daily Special,Indica,"Daily Special Indica is a high-value cannabis brand, delivering strong THC potency for low prices. Daily Special is grown in a state-of-the-art facility specifically designed to deliver consistent, superior quality cannabis. ",Good / Value,Indica,Rotating Single Strain,Alberta,Rocky Mountains,,Various,0.0,,,,,,28,g,1,28,28.0,18.4,30.48,25.4,1880,PET,16.37,8.13,8.13,48,629108171148,30629108171026
CNB-00405649,0,Daily Special Indica 7g Dried Flower,28,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$275.88,$275.88,$22.99,$32.99, - , - ,Aurora Cannabis,Daily Special,Indica,"Daily Special Indica is a high-value cannabis brand, delivering strong THC potency for low prices. Daily Special is grown in a state-of-the-art facility specifically designed to deliver consistent, superior quality cannabis. ",Good / Value,Indica,Rotating Single Strain,Alberta,Rocky Mountains,,Various,0.0,,,,,,7,g,1,7,7.0,19.6,22.3,15.8,416.8,OPP + Metallic PET + Clear PE,15.24,12.38,3.81,11.53,629108219147,30629108219025
CNB-00401735,0,Daily Special Sativa 28 g Dried Flower,0,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$979.32,$979.32,$81.61,$116.99, - , - ,Aurora Cannabis,Daily Special,Sativa,"Daily Special Sativa is a high-value cannabis brand, delivering strong THC potency for low prices. Daily Special is grown in a state-of-the-art facility specifically designed to deliver consistent, superior quality cannabis.",Good / Value,Sativa,Rotating Single Strain,Alberta,Rocky Mountains,,Various,0.0,,,,,,28,g,1,28,28.0,18.4,30.48,25.4,1880,PET,16.37,8.13,8.13,48,629108170141,30629108170029
CNB-00405648,0,Daily Special Sativa 7g Dried Flower,21,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$275.88,$275.88,$22.99,$32.99, - , - ,Aurora Cannabis,Daily Special,Sativa,"Daily Special Sativa is a high-value cannabis brand, delivering strong THC potency for low prices. Daily Special is grown in a state-of-the-art facility specifically designed to deliver consistent, superior quality cannabis.",Good / Value,Sativa,Rotating Single Strain,Alberta,Rocky Mountains,,Various,0.0,,,,,,7,g,1,7,7.0,19.6,22.3,15.8,416.8,OPP + Metallic PET + Clear PE,15.24,12.38,3.81,11.53,629108220143,30629108220021
CNB-00402547,0,San Rafael '71 Watermelon Soft Chews 2x4.3 g,0,Edible,Soft Chews,10,10,mg,0,0.3,mg,12,FALSE,FALSE,$54.72,$54.72,$4.56,$7.99, - , - ,Aurora Cannabis,San Rafael '71,Watermelon Soft Chews,"San Rafael 71 Watermelon Soft Chews are a flavoured cannabis edible bursting with the big bold flavour of a summer fruit made with natural flavours and no artificial sweeteners. Containing full-spectrum, CO2-extracted resin from our most popular indica strains, the combination of terpenes and cannabinoids present in these chews allows for a more full-bodied experience and contain an even distribution of cannabis extract to provide a delicious and reliable experience (with minimal cannabis taste). Smoke-free, odourless and portable, this delicious method of consumption allows you to enjoy discreetly. Our Watermelon Soft Chews are available in a two-pack with each chew containing 5mg of THC and 0.3mg of CBD.",Better / Mainstream,Indica,Soft Chews,Alberta,Leduc,,,,,,,,,8.6,g,2,4.3,0.6,16.51,15.24,11.43,260,Pillow Pouch (OPP + Metallic PET + Clear PE) with PE Zipper Flange,13.67,10.16,0.95,5,628582001613,10628582001610
CNB-00405438,0,Lemon Haze 15g Dried Flower,34,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$658.80,$658.80,$54.90,$78.49, - , - ,Aurora Cannabis,Daily Special,Lemon Haze,"A top-shelf strain like Lemon Haze should be pricey, but we don't do pricey here -- in fact we're the total opposite. We're simple, high-quality and affordable. Lemon Haze looks amazing with frosty, light green buds and orange hairs that give off a smelly, sweet tropical mango aroma with hints of lemon. It's also covered in gooey trichomes. But most importantly, it won't break the bank. Carefully harvested to preserve all the precious terpenes, Lemon Haze is the chef's special you've been looking for at a value menu price.",Good / Value,Sativa,Lemon Haze,Alberta,,,Terpinolene,43.0,Myrcene,29.0,Pinene,16.0,"Beta Myrcene,Alpha Pinene",15,g,1,15,15.0,17.2,25.9,24,586.84,OPP + Metallic PET + Clear PE,14.61,19.69,3.81,27.9,629108303143,30629108303021
CNB-00405650,0,Lemon Haze 3.5g Dried Flower,84,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Lemon Haze,"A top-shelf strain like Lemon Haze should be pricey, but we don't do pricey here -- in fact we're the total opposite. We're simple, high-quality and affordable. Lemon Haze looks amazing with frosty, light green buds and orange hairs that give off a smelly, sweet tropical mango aroma with hints of lemon. It's also covered in gooey trichomes. But most importantly, it won't break the bank. Carefully harvested to preserve all the precious terpenes, Lemon Haze is the chef's special you've been looking for at a value menu price.",Good / Value,Sativa,Lemon Haze,Alberta,,,Terpinolene,43.0,Myrcene,29.0,Pinene,16.0,"Beta Myrcene,Alpha Pinene",3.5,g,1,3.5,3.5,18.7,25.6,15.1,399.26,OPP + Metallic PET + Clear PE,15.24,12.38,3.81,11.53,629108300142,30629108300020
