AGLC SKU,QUANTITY,SKU DESCRIPTION,Available Cases,Format,Subcategory,THC MIN,THC MAX,THC UOM,CBD MIN,CBD MAX,CBD UOM,EachesPerCase,New SKU This Week, On Sale , Sell Price Per Case , Orginal Price Per Case , Sell Price Per Unit ,MSRP, Recycle Fees Per Case , Deposit Fee Per Case ,Company Name,Brand Name,Product Name,Long Product Description,Merchandising Strategy,Type_(Sub 2 Category),Strain_(Sub 3 Category),Province_of_Origin,Region of Product_(Optional),Extraction Process,Dominant Terpene 1,Dominant Terpene 1 Content (%),Dominant Terpene 2,Dominant Terpene 2 Content (%),Dominant Terpene 3,Dominant Terpene 3 Content (%),Other Terpenes List,Net Content,Content UOM,Piece Qty,Piece Size,DCE (g),Master Case Height_(cm),Master Case Length_(cm),Master Case Width_(cm),Master Case Weight_(kg),External Packaging Material,Each Inner Height_(cm),Each Inner Length_(cm),Each Inner Width_(cm),Each Inner Weight_(grams),GTIN,MasterCaseGTIN
CNB-12804518,0,Lamplighter Mint Chip 1.0 g Prefilled Vape Cartridge,44,Vape,Prefilled Vape Cartridge,800,840,mg/g,10,10,mg/g,6,FALSE,FALSE,$155.82,$155.82,$25.97,$37.49, - , - ,Dycar Pharmaceuticals,Lamplighter,Mint Chip Vape Cartridge,"Mint Chip Lamplighter tastes like a bowl of mint chocolate chip ice cream. Delightful notes of mint and chocolate grace the palette in this flavour. Lamplighter's double distillation process delivers maximum purity combined with Health Canada compliant flavouring, and ensures maximum flavour and a smooth vaping experience. Device not included.",Better / Mainstream,Blend,Hybrid,British Columbia,,,Alpha Humulene,0.0,Beta-Caryophyllene,0.0,Limonene,0.0,Carene,1,g,1,1,4.0,15,10,7.6,341.2,Cardboard,10.54,4.57,2.03,32.7,00628011583338,10628011583335
CNB-12804519,0,Lamplighter Sassafras 1.0 g Prefilled Vape Cartridge,94,Vape,Prefilled Vape Cartridge,800,840,mg/g,10,10,mg/g,6,FALSE,FALSE,$155.82,$155.82,$25.97,$37.49, - , - ,Dycar Pharmaceuticals,Lamplighter,Sassafras Vape Cartridge,"Ruut Bare was its original name, but we decided to pay homage to the root that creates this sweet and spicy flavour instead. Lamplighter's double distillation process delivers maximum purity, combined with Health Canada compliant flavouring to ensure maximum flavour and a smooth vaping experience. Device not included.",Better / Mainstream,Blend,Hybrid,British Columbia,,,Limonene,0.0,Linalool,0.0,Myrcene,0.0,Carene,1,g,1,1,4.0,15,10,7.6,341.2,Cardboard,10.54,4.57,2.03,32.7,00628011583345,10628011583342
CNB-12804532,0,Lamplighter Vanilla 1.0 g Prefilled Vape Cartridge,151,Vape,Prefilled Vape Cartridge,800,840,mg/g,10,10,mg/g,6,FALSE,FALSE,$155.82,$155.82,$25.97,$37.49, - , - ,Dycar Pharmaceuticals,Lamplighter,Vanilla Vape Cartridge,"Vanilla Lamplighter is smooth hitting with true to its name flavour, it utilizes a double distillation process, combined with high-quality flavouring agents, delivers uncompromising flavour with over 80% THC in each cart.  Our custom hardware includes a glass tank, providing the purest flavour. Compatible with 510 thread devices. Device not included.
",Better / Mainstream,Blend,Hybrid,British Columbia,,,Caryophyllene,33.0,Limonene,33.0,Linalool,33.0,Carene,1,g,1,1,4.0,15,10,7.6,341.2,Cardboard,10.54,4.57,2.03,32.7,00628011583369,10628011583366
CNB-12804533,0,Lamplighter Sour Apple 1.0 g Prefilled Vape Cartridge,8,Vape,Prefilled Vape Cartridge,800,840,mg/g,10,10,mg/g,6,FALSE,FALSE,$155.82,$155.82,$25.97,$37.49, - , - ,Dycar Pharmaceuticals,Lamplighter,Sour Apple Vape Cartridge,"Sour Aople Lamplighter tastes like a little hard green candy, it utilizes a double distillation process, combined with high-quality flavouring agents, delivers uncompromising flavour with over 80% THC in each cart.  Our custom hardware includes a glass tank, providing the purest flavour. Compatible with 510 thread devices. Device not included. 

",Better / Mainstream,Blend,Hybrid,British Columbia,,,Caryophyllene,33.0,Limonene,33.0,Myrcene,33.0,Carene,1,g,1,1,4.0,15,10,7.6,341.2,Cardboard,10.54,4.57,2.03,32.7,00628011583352,10628011583359
CNB-12804538,0,Salted Caramels 2x6.5g,50,Edible,Soft Chews,10,10,mg,0,0,mg,12,FALSE,FALSE,$52.56,$52.56,$4.38,$7.49, - , - ,Dycar Pharmaceuticals,Chuz,Salted Caramels,Chuz salted soft caramel double packs are handcrafted by our dessert and confectionery chef in the Canadian Rockies. This two-pack of caramels includes two 6.5g caramels with 5mg of THC in each caramel. These delicious treats combine rich and creamy caramel with a salted dusting that will tantalize the taste buds. Chuz uses MCT oil in the creation of all our edibles.,Good / Value,Blend,Distillate,British Columbia,,,,,,,,,,13,g,2,6.5,0.9,20.32,20.32,20.32,170,Plastic,10.16,18.09,0.05,29.34,628011583253,10628011583250
CNB-12804539,0,Sour Gummy Variety Pack 5x4.5,66,Edible,Soft Chews,10,10,mg,0,0,mg,12,FALSE,FALSE,$48.24,$48.24,$4.02,$6.99, - , - ,Dycar Pharmaceuticals,Chuz,Sour Gummy Variety Pack,"Chuz Variety Packs deliver five unique flavours of sour fruit explosion in every pouch. Each pouch includes five 4.5g soft chews with 2mg of THC per chew, and flavours include Sour Strawberry, Sour Wildberry, Sour Grape, Sour Lime and Sour Pineapple. These delicious and colourful treats are handcrafted by our dessert and confectionary chef in the Canadian Rockies. Chuz uses MCT oil in the creation of all our edibles.",Good / Value,Blend,Distillate,British Columbia,,,,,,,,,,22.5,g,5,4.5,1.5,20.32,20.32,20.32,170,Plastic,10.16,18.09,0.05,29.34,628011583314,10628011583311
CNB-12804540,0,Legend THC Milk Chocolate 1x10 g,30,Edible,Chocolate,10,10,mg,0,0,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,THC Milk Chocolate,"Scored into four breakable pieces, Legend combines THC with 10g of a premium 46 per cent Belgium milk chocolate formulation, made with organic fair trade ingredients by Master Chocolat, an award winning fourth-generation Belgium chocolatier. Legend uses this award-winning chocolate formulation to deliver consistently exceptional experiences, without a sugar crash. Reach new heights with Legend.
",Good / Value,Blend,Chocolate,Ontario,,,,,,,,,,10,g,1,10,0.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583482,10628011583489
CNB-12804541,0,Legend THC Dark Chocolate 1x10 g,80,Edible,Chocolate,10,10,mg,0,0,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,THC Dark Chocolate,"Scored into four breakable pieces, Legend combines THC with 10g of rich, premium dark Belgium chocolate that uses organic fair trade ingredients, made by Master Chocolat, a fourth-generation master chocolatier. Legend uses this award-winning chocolate formulation to deliver consistently exceptional experiences, without a sugar crash. Reach new heights with Legend.",Good / Value,Blend,Chocolate,Ontario,,,,,,,,,,10,g,10,1,0.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583499,10628011583496
CNB-12804542,0,Balanced 1:1 orange flavoured milk chocolate 1x10g,14,Edible,Chocolate,10,10,mg,0.1,0.1,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,Balanced Orange Milk Chocolate 1:1,"Legend Balanced 1:1 Orange Milk combines 10mg of THC, and 10mg of CBD with premium 46 per cent milk chocolate, and is infused with creamy orange flavouring. Scored into four equal pieces, every bite is truly an experience. The chocolate used by Legend comes from a fourth-generation, Alberta-based master chocolatier. Legend uses his award-winning chocolate formulation to deliver consistently exceptional experiences, without a sugar crash. Reach new heights with Legend.",Good / Value,Blend,Chocolate,Ontario,,,,,,,,,,10,g,1,10,0.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583512,10628011583519
CNB-12804544,0,Legend 1:20 CBD Raspberry Milk Chocolate 1x10 g,9,Edible,Chocolate,1,1,mg,0.2,0.2,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,Raspberry Milk Chocolate CBD 1:20,"Legend Raspberry Milk Chocolate combines the sweet fruity flavour of raspberry, a 1:20 THC to CBD formulation, and a premium 46 per cent Belgium milk chocolate formulation, made with organic fair trade ingredients by Master Chocolat, an award winning fourth-generation Belgium chocolatier. This unique chocolate is scored into four equal pieces, and every bite is a legendary experience.",Good / Value,Blend,Blend,Ontario,,,,,,,,,,10,g,1,10,0.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583543,10628011583540
CNB-12804545,0,Legend THC Raspberry Milk Chocolate 1x10 g,36,Edible,Chocolate,10,10,mg,0,0,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,THC Raspberry Milk Chocolate,"Legend Raspberry Milk Chocolate combines the sweet, fruity flavour of raspberry with a premium 46 per cent Belgium milk chocolate formulation, made with organic fair trade ingredients by Master Chocolat, an award winning fourth-generation Belgium chocolatier. This unique chocolate is scored into four equal pieces, and every bite is a legendary experience.",Good / Value,Blend,Chocolate,Ontario,,,,,,,,,,10,g,1,10,0.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583536,10628011583533
CNB-12804547,0,Legend THC Orange Dark Chocolate 1x10 g,0,Edible,Chocolate,10,10,mg,0,0,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,THC Orange Dark Chocolate,"Scored into four breakable pieces, Legend combines THC and flavours with 10g of rich orange-flavoured premium dark Belgium chocolate, that uses organic fair trade ingredients, made by Master Chocolat, a fourth-generation, master chocolatier. Legend uses this award-winning chocolate formulation to deliver consistently exceptional experiences, without a sugar crash. Reach new heights with Legend.",Good / Value,Blend,Chocolate,Ontario,,,,,,,,,,10,g,1,10,0.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583505,10628011583502
CNB-12804965,0,Lamplighter Pineapple Coconut Escape 1.0 g Prefilled Vape Cartridge,98,Vape,Prefilled Vape Cartridge,800,850,mg/g,0,15,mg/g,6,FALSE,FALSE,$155.82,$155.82,$25.97,$37.49, - , - ,Dycar Pharmaceuticals,Lamplighter,Pineapple Coconut Escape Vape Cartridge,"Pineapple Coconut Escape Lamplighter is for Pina Colada fans, Lamplighter utilizes a double distillation process, combined with high-quality flavouring agents, delivers uncompromising flavour with over 80 percent THC in each cart.  Our custom hardware includes a glass tank, providing the purest flavour, no clogging, and limited to no leakage.",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,Limonene,36.4,Linalool,36.4,Myrcene,27.2,,1,g,1,1,4.0,15,10,7.6,341.2,Cardboard,9.5,4.57,2,32,628011583611,10628011583618
CNB-12804966,0,Lamplighter Lychee Bubble Tea 1.0 g Prefilled Vape Cartridge,199,Vape,Prefilled Vape Cartridge,800,850,mg/g,0,15,mg/g,6,FALSE,FALSE,$155.82,$155.82,$25.97,$37.49, - , - ,Dycar Pharmaceuticals,Lamplighter,Lychee Bubble Tea Vape Cartridge,"Lychee Bubble Tea Lamplighter is tastes fruity and smooth, Lamplighter utilizes a double distillation process, combined with high-quality flavouring agents, delivers uncompromising flavour with over 80 percent THC in each cart.  Our custom hardware includes a glass tank, providing the purest flavour, no clogging, and limited to no leakage.",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,Limonene,36.4,Linalool,36.4,Myrcene,27.2,,1,g,1,1,4.0,15,10,7.6,341.2,Cardboard,9.5,4.57,2,32,00628011583628,10628011583625
CNB-12805074,0,Strawberry Layered Cake Milk Chocolate 10g,123,Edible,Chocolate,10,10,mg,0,0,mg,12,FALSE,FALSE,$33.60,$33.60,$2.80,$4.75, - , - ,Dycar Pharmaceuticals,Legend,Strawberry Layered Cake Milk Chocolate,"Legend's Strawberry Layered Cake Combines our rich and creamy organic fair trade milk chocolate, with delicious strawberry cake flavours, and is topped with chunks of fruity freeze dried strawberries. This dessert favourite comes with 10mg of THC and utilizes MCT oil to improve the bioavailability of the cannabinoids in each mouth-watering bite.",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,10,g,1,10,0.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583581,10628011583588
CNB-12805075,0,Mint Cookie BLZRD White Chocolate 10g,154,Edible,Chocolate,10,10,mg,0,0,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,Mint Cookie BLZRD White Chocolate,"Legend's Mint flavoured, organic Fairtrade white chocolate, with gluten-free oreo cookie crumble, delivers an exceptional taste experience. This delicious 10g chocolate comes with 10mg of THC, and utilizes MCT oil to improve the bioavailability of the cannabinoids in each mouth watering bite.",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,10,g,1,10,0.67,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583598,10628011583595
CNB-12805076,0,Birthday Cake White Chocolate 10g,27,Edible,Chocolate,10,10,mg,0,0,mg,12,FALSE,FALSE,$31.68,$31.68,$2.64,$4.49, - , - ,Dycar Pharmaceuticals,Legend,Birthday Cake White Chocolate,"Vanilla Cake flavoured White Chocolate a colourful candy confetti topping, and 10mg of THC. 1x10g",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,10,g,1,10,2.66,20.32,20.32,20.32,218,Plastic,10.16,7.62,2.54,15,628011583604,10628011583601
CNB-12805077,0,Classic Soda Blendz Soft Chews 5x4.5g,68,Edible,Soft Chews,10,10,mg,0,0,mg,12,FALSE,FALSE,$48.24,$48.24,$4.02,$6.35, - , - ,Dycar Pharmaceuticals,Chuz,Classic Soda Blendz Soft Chews,"Chuz Variety Packs deliver a mix of up to 5 classic soda flavours. Each pouch includes five 4.5g soft chews with 2mg of THC per soft chew, and flavours include; Root Beer, Cola, Grape Soda, Orange Soda, and Cream Soda. These delicious and colourful treats are handcrafted by our dessert and confectionary chef in the Canadian Rockies. Chuz uses MCT oil in the creation of all our edibles.",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,22.5,g,5,4.5,1.5,20.32,20.32,20.32,170,Plastic,10.16,18.09,0.05,29.34,628011583550,10628011583557
CNB-12805078,0,Maple Caramel Soft Chews 2x6.5g,0,Edible,Soft Chews,10,10,mg,0,0,mg,12,FALSE,FALSE,$52.56,$52.56,$4.38,$6.89, - , - ,Dycar Pharmaceuticals,Chuz,Maple Caramel Soft Chews,Chuz maple caramel double packs are handcrafted by our dessert and confectionery chef in the Canadian Rockies. This two pack of caramels includes two 6.5g caramels with 5mg of THC in each caramel. These delicious treats combine rich and creamy caramel with a maple flavouring that will tantalize the taste buds. Chuz uses MCT oil in the creation of all our edibles.,Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,13,g,2,6.5,0.9,20.32,20.32,20.32,170,Plastic,10.16,18.09,0.05,29.34,00628011583567,10628011583564
CNB-12805079,0,1:1 Cola Blendz Soft Chews 4x4.5g,25,Edible,Soft Chews,10,10,mg,10,10,mg,12,FALSE,FALSE,$48.24,$48.24,$4.02,$6.35, - , - ,Dycar Pharmaceuticals,Chuz,1:1 Cola Blendz Soft Chews,"Chuz 1:1 Cola Soft Chews, includes 4 x 4.5g soft chews with 2.5mg of THC per soft chew. These delicious and colourful treats are handcrafted by our dessert and confectionary chef in the Canadian Rockies. Chuz uses MCT oil in the creation of all our edibles.",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,18,g,4,4.5,1.25,20.32,20.32,20.32,170,Plastic,9.2,14.88,0.1,34.4,628011583574,10628011583571
CNB-12805363,0,Short Stories 3 x 0.5g Pre-Rolls,186,Pre-Roll,Pre-Rolls,200,290,mg/g,0,10,mg/g,12,FALSE,FALSE,$133.44,$133.44,$11.12,$15.99, - , - ,Dycar Pharmaceuticals,J.R. Strain,Short Stories,Short Stories Pre-Rolls,Good / Value,Blend,Multiple Strains,British Columbia,Kootenays,,Various,0.0,,,,,,1.5,g,3,0.5,1.5,17.78,10.16,15.24,226,paper,1,17.5,4,1,628011583710,10628011583717
CNB-12805364,0,Banana Brain  3 x 0.5g Pre-Rolls,46,Pre-Roll,Pre-Rolls,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$133.44,$133.44,$11.12,$15.99, - , - ,Dycar Pharmaceuticals,J.R. Strain,Banana Brain,Banana Brain Pre-Rolls,Good / Value,Hybrid,Banana Brain,British Columbia,Kootenays,,Various,0.0,,,,,,1.5,g,3,0.5,1.5,17.78,10.16,15.24,226,paper,1,17.5,4,1,628011583673,10628011583670
CNB-12805685,0,Lamplighter Tiger Berry 1.0 g Prefilled Vape Cartridge,96,Vape,Prefilled Vape Cartridge,800,850,mg/g,0,15,mg/g,6,FALSE,FALSE,$155.82,$155.82,$25.97,$37.49, - , - ,Dycar Pharmaceuticals,Lamplighter,Tiger Berry Vape Cartridge,Lamplighter Tiger Berry Prefilled Vape Cartridge,Good / Value,Blend,Blend,British Columbia,Rocky Mountains,,Caryophyllene,0.0,Limonene,0.0,Myrcene,0.0,"Strawberry,Watermelon,Coconut,Sweet",1,g,1,1,4.0,15,10,7.6,341.2,Cardboard,10.54,4.57,2.03,32.7,628011583840,10628011583847
CNB-12805760,0,Blue Blastberry Super Sours 1:1 Soft Chews 4x 2.5mg,210,Edible,Soft Chews,10,10,mg,10,10,mg,12,FALSE,FALSE,$44.40,$44.40,$3.70,$5.99, - , - ,Dycar Pharmaceuticals,Chuz,Blue Blastberry Super Sours Soft Chews,"Chuz Blue Blastberry Super Sourz includes 4 super sour soft chews in every pouch with, 10 mg of THC and CBD. Each soft chew contains 2.5mg of THC and CBD and is fully loaded with the classic flavour of blue raspberry. Filled and coated with a unique blend of acids, these are sure to deliver an explosive sour blast that will really make your mouth pucker! Be brave, take the leap, and Chuz intensity!",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,18,g,4,4.5,1.2,20.32,20.32,20.32,170,Plastic,9.2,14.88,0.1,34.4,628011583727,10628011583724
CNB-12805761,0,Peach Mango Madness Super Sours 1:1 Soft Chews 4x 2.5mg,150,Edible,Soft Chews,10,10,mg,10,10,mg,12,FALSE,FALSE,$44.40,$44.40,$3.70,$5.99, - , - ,Dycar Pharmaceuticals,Chuz,Peach Mango Madness Super Sours Soft Chews,"Chuz Peach Mango Super Sourz includes 4 super sour soft chews in every pouch, with 10 mg of THC and CBD. Each soft chew contains 2.5mg of THC and CBD and is fully loaded with the satisfying flavour blend of peach and mango. Filled and coated with a unique blend of acids, these are sure to deliver an explosive sour blast that will really make your mouth pucker! Be brave, take the leap, and Chuz intensity!",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,18,g,4,4.5,1.2,20.32,20.32,20.32,170,Plastic,9.2,14.88,0.1,34.4,628011583758,10628011583755
CNB-12805762,0,Kiwi Kaboom Super Sours 1:1 Soft Chews 4x 2.5mg,284,Edible,Soft Chews,10,10,mg,10,10,mg,12,FALSE,FALSE,$44.40,$44.40,$3.70,$5.99, - , - ,Dycar Pharmaceuticals,Chuz,Kiwi Kaboom Super Sours Soft Chews,"Chuz Kiwi Kaboom Super Sourz includes 4 super sour soft chews in every pouch, with 10 mg of THC and CBD. Each soft chew contains 2.5mg of THC and CBD and is fully loaded with the fresh flavour of kiwi. Filled and coated with a unique blend of acids, these are sure to deliver an explosive sour blast that will really make your mouth pucker! Be brave, take the leap, and Chuz intensity!",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,18,g,4,4.5,1.2,20.32,20.32,20.32,170,Plastic,9.2,14.88,0.1,34.4,628011583741,10628011583748
CNB-12805763,0,Cherry Bombs Super Sours 1:1 Soft Chews 4x 2.5mg,144,Edible,Soft Chews,10,10,mg,10,10,mg,12,FALSE,FALSE,$44.40,$44.40,$3.70,$5.99, - , - ,Dycar Pharmaceuticals,Chuz,Cherry Bombs Super Sours Soft Chews,"Chuz Cherry Bombs Super Sourz includes 4 super sour soft chews in every pouch, with 10 mg of THC and CBD. Each soft chew contains 2.5mg of THC and CBD and is fully loaded with the nostalgic flavour of cherry. Filled and coated with a unique blend of acids, these are sure to deliver an explosive sour blast that will really make your mouth pucker! Be brave, take the leap, and Chuz intensity!",Good / Value,Blend,Distillate,British Columbia,Rocky Mountains,,,,,,,,,18,g,4,4.5,1.2,20.32,20.32,20.32,170,Plastic,9.2,14.88,0.1,34.4,628011583734,10628011583731
CNB-12805971,0,Aero-Pro Sativa 5 x 0.5g Pre-Rolls,150,Pre-Roll,Pre-Rolls,200,270,mg/g,0,5,mg/g,12,TRUE,FALSE,$146.16,$146.16,$12.18,$17.49, - , - ,Dycar Pharmaceuticals,J.R Strain,Aero-Pro Sativa Pre-rolls,Aero-Pro Sativa Pre-Rolls,Good / Value,Sativa,Blend,British Columbia,,,Various,0.0,,,,,,2.5,g,5,0.5,2.5,17.78,10.16,15.24,226,PET,17,9.8,1,3,628011583871,10628011583878
CNB-12805972,0,Aero-Pro Indica 5 x 0.5g Pre-Rolls,150,Pre-Roll,Pre-Rolls,200,270,mg/g,0,5,mg/g,12,TRUE,FALSE,$146.16,$146.16,$12.18,$17.49, - , - ,Dycar Pharmaceuticals,J.R Strain,Aero-Pro Indica Pre-rolls,Aero-Pro Indica Pre-Rolls,Good / Value,Indica,Blend,British Columbia,,,Various,0.0,,,,,,2.5,g,5,0.5,2.5,17.78,10.16,15.24,226,PET,17,9.8,1,3,628011583888,10628011583885
